WKT,Analyser,Gns. mg/l,Min. mg/l,Maks. mg/l,Gns. topdybde,Min. topdybde,Maks. topdybde,Min. dato,Maks. dato,objectid,rgb,txt_search
"POLYGON ((685000 6085000,690000 6085000,690000 6090000,685000 6090000,685000 6085000))","      9","     14.3","      4.3","     46.0","     24.6","      1.9","     60.0",1941-12-20,2002-11-20,"       116172",255 255 0,
"POLYGON ((625000 6075000,630000 6075000,630000 6080000,625000 6080000,625000 6075000))","     10","     53.8","     25.0","     64.0","      4.3","      2.4","      5.0",1969-04-28,1994-03-07,"   1995009145",255 0 0,
"POLYGON ((690000 6080000,695000 6080000,695000 6085000,690000 6085000,690000 6080000))","    695","     37.0","      2.0","    190.0","     19.8","      4.5","     51.0",1985-07-29,2020-12-03,"       154989",255 125 0,
"POLYGON ((865000 6135000,870000 6135000,870000 6140000,865000 6140000,865000 6135000))","     42","     12.8","      2.9","     63.0","     18.8","      5.0","     25.6",1958-12-20,2021-03-01,"       116654",255 255 0,
"POLYGON ((880000 6115000,885000 6115000,885000 6120000,880000 6120000,880000 6115000))","    385","     27.4","      2.2","    188.0","     16.4","      2.8","     47.0",1971-10-07,2020-12-08,"       116788",255 125 0,
"POLYGON ((565000 6275000,570000 6275000,570000 6280000,565000 6280000,565000 6275000))","     38","     33.7","      3.1","     85.0","      6.3","     -1.0","     34.0",1976-09-21,2021-01-12,"   2000010051",255 125 0,
"POLYGON ((555000 6290000,560000 6290000,560000 6295000,555000 6295000,555000 6290000))","     26","     20.3","      2.0","     72.0","     33.6","       .5","     77.0",1974-10-01,2020-10-01,"       101857",255 255 0,
"POLYGON ((545000 6100000,550000 6100000,550000 6105000,545000 6105000,545000 6100000))","      2","      8.8","      8.2","      9.4","      3.0","      3.0","      3.0",2001-08-15,2001-10-18,"   2002001627",0 255 0,
"POLYGON ((510000 6195000,515000 6195000,515000 6200000,510000 6200000,510000 6195000))","     45","     26.5","      3.1","    140.0","      3.6","      1.0","      7.8",1991-05-27,2020-03-10,"   2006568897",255 125 0,
"POLYGON ((535000 6185000,540000 6185000,540000 6190000,535000 6190000,535000 6185000))","     18","     29.8","      2.3","     58.0","      6.7","      1.5","     19.0",1999-10-18,2020-11-18,"        14095",255 125 0,
"POLYGON ((605000 6230000,610000 6230000,610000 6235000,605000 6235000,605000 6230000))","     29","     21.4","      3.0","     62.0","     20.6","     13.0","     29.0",1972-05-24,2011-07-07,"       130401",255 255 0,
"POLYGON ((705000 6200000,710000 6200000,710000 6205000,705000 6205000,705000 6200000))","     11","     17.6","      5.3","     57.0","      8.1","      3.0","     19.0",2018-06-12,2020-01-16,"   2019024416",255 255 0,
"POLYGON ((570000 6365000,575000 6365000,575000 6370000,570000 6370000,570000 6365000))","      7","     13.3","      2.0","     32.0","     36.0","     16.5","     72.0",1969-12-09,1986-10-30,"       100205",255 255 0,
"POLYGON ((575000 6325000,580000 6325000,580000 6330000,575000 6330000,575000 6325000))","     64","     29.5","      2.0","    372.0","     28.8","      6.8","     52.0",1978-01-20,2019-01-17,"       101402",255 125 0,
"POLYGON ((520000 6310000,525000 6310000,525000 6315000,520000 6315000,520000 6310000))","     44","     39.8","      2.8","    330.0","     31.7","     18.0","     58.0",1971-04-20,2020-11-17,"       101490",255 125 0,
"POLYGON ((525000 6305000,530000 6305000,530000 6310000,525000 6310000,525000 6305000))","     18","     22.1","      5.3","     56.0","     51.9","     32.0","     80.0",1991-10-17,2016-10-05,"   2005032132",255 255 0,
"POLYGON ((500000 6280000,505000 6280000,505000 6285000,500000 6285000,500000 6280000))","     21","     21.0","      3.2","     87.8","     19.2","      1.0","     97.0",1958-12-01,2013-02-12,"        14997",255 255 0,
"POLYGON ((550000 6280000,555000 6280000,555000 6285000,550000 6285000,550000 6280000))","      7","     37.4","      5.0","     66.0","     72.5","     71.0","     74.0",1996-04-15,2017-10-26,"   2011012142",255 125 0,
"POLYGON ((445000 6255000,450000 6255000,450000 6260000,445000 6260000,445000 6255000))","      3","      2.3","      2.0","      2.6","     56.5","      9.0","    104.0",1977-07-06,1992-01-16,"   1996012331",0 255 0,
"POLYGON ((450000 6265000,455000 6265000,455000 6270000,450000 6270000,450000 6265000))","      5","      2.6","      2.0","      4.2","     45.5","     23.5","     67.0",1979-12-17,1992-06-04,"       102244",0 255 0,
"POLYGON ((525000 6265000,530000 6265000,530000 6270000,525000 6270000,525000 6265000))","      8","     29.2","      5.5","     59.9","     33.4","      6.7","    106.5",1960-11-17,2015-04-07,"       102361",255 125 0,
"POLYGON ((545000 6260000,550000 6260000,550000 6265000,545000 6265000,545000 6260000))","     17","     23.4","      2.2","    130.0","     42.9","      1.2","     79.4",1972-10-23,2020-02-17,"       102384",255 255 0,
"POLYGON ((550000 6260000,555000 6260000,555000 6265000,550000 6265000,550000 6260000))","     10","     25.0","      3.1","     35.0","     42.3","     30.0","     59.0",1967-04-01,2003-12-17,"       102450",255 125 0,
"POLYGON ((610000 6265000,615000 6265000,615000 6270000,610000 6270000,610000 6265000))","      2","     30.0","     28.0","     32.0","     16.3","     16.0","     16.5",1982-12-02,2017-10-19,"       102530",255 125 0,
"POLYGON ((535000 6235000,540000 6235000,540000 6240000,535000 6240000,535000 6235000))","      7","     39.3","     11.0","     59.0","     21.9","      4.5","     39.0",1969-09-24,2002-08-20,"       104014",255 125 0,
"POLYGON ((580000 6235000,585000 6235000,585000 6240000,580000 6240000,580000 6235000))","     20","     16.0","      2.0","    138.0","     37.5","      7.5","     85.2",1931-07-28,2020-03-24,"       104155",255 255 0,
"POLYGON ((585000 6235000,590000 6235000,590000 6240000,585000 6240000,585000 6235000))","      1","     12.0","     12.0","     12.0","     18.3","     18.3","     18.3",1967-12-06,1967-12-06,"   2006523981",255 255 0,
"POLYGON ((470000 6215000,475000 6215000,475000 6220000,470000 6220000,470000 6215000))","     24","     55.3","      9.0","    110.0","     16.3","      9.0","     22.7",1980-06-19,2020-10-20,"   2008089702",255 0 0,
"POLYGON ((455000 6205000,460000 6205000,460000 6210000,455000 6210000,455000 6205000))","      3","     23.8","     18.6","     29.0","      9.8","      9.5","     10.0",1976-08-02,2018-08-27,"   2006380302",255 255 0,
"POLYGON ((475000 6190000,480000 6190000,480000 6195000,475000 6195000,475000 6190000))","     26","     40.7","     18.0","     84.0","      7.2","      -.5","     14.0",1976-07-15,1994-11-18,"        11638",255 125 0,
"POLYGON ((525000 6185000,530000 6185000,530000 6190000,525000 6190000,525000 6185000))","     11","     10.5","      2.7","     30.0","     44.8","     32.0","     56.0",1977-06-27,2015-04-21,"       105773",255 255 0,
"POLYGON ((465000 6180000,470000 6180000,470000 6185000,465000 6185000,465000 6180000))","     20","     20.4","      2.8","     55.0","     19.9","     12.0","     50.0",1965-05-31,2009-08-26,"       105486",255 255 0,
"POLYGON ((485000 6170000,490000 6170000,490000 6175000,485000 6175000,485000 6170000))","     10","     23.6","      2.1","     59.0","      8.4","      2.8","     19.0",1985-09-23,1993-07-01,"       153335",255 255 0,
"POLYGON ((575000 6175000,580000 6175000,580000 6180000,575000 6180000,575000 6175000))","      8","    148.3","     17.0","    469.0","       .4","     -1.0","      1.0",1966-09-28,1966-09-28,"       106670",255 0 0,
"POLYGON ((475000 6160000,480000 6160000,480000 6165000,475000 6165000,475000 6160000))","     10","     11.2","      4.0","     23.0","     20.3","     18.0","     23.0",1973-11-07,2003-08-21,"       153575",255 255 0,
"POLYGON ((485000 6160000,490000 6160000,490000 6165000,485000 6165000,485000 6160000))","    170","     35.5","      3.5","     71.0","     43.9","     14.0","    122.0",1979-05-21,2019-07-16,"       106835",255 125 0,
"POLYGON ((575000 6160000,580000 6160000,580000 6165000,575000 6165000,575000 6160000))","      9","      4.6","      2.0","      9.8","     44.4","     38.5","     48.5",1964-04-08,2018-06-19,"   2006056560",0 255 0,
"POLYGON ((510000 6140000,515000 6140000,515000 6145000,510000 6145000,510000 6140000))","      1","     90.0","     90.0","     90.0","     28.0","     28.0","     28.0",1979-07-11,1979-07-11,"       107408",255 0 0,
"POLYGON ((515000 6140000,520000 6140000,520000 6145000,515000 6145000,515000 6140000))","      6","     53.6","      2.0","     97.4","     60.6","     56.0","     65.0",1965-04-01,1999-01-07,"       107495",255 0 0,
"POLYGON ((545000 6150000,550000 6150000,550000 6155000,545000 6155000,545000 6150000))","    163","     31.8","      2.0","    256.0","     14.5","      6.8","     28.0",1926-02-04,2019-11-14,"       107641",255 125 0,
"POLYGON ((565000 6155000,570000 6155000,570000 6160000,565000 6160000,565000 6155000))","      4","     38.3","     15.0","     75.0","     20.8","     15.0","     28.0",1964-04-02,2012-09-19,"   2006068171",255 125 0,
"POLYGON ((590000 6105000,595000 6105000,595000 6110000,590000 6110000,590000 6105000))","      6","     28.7","      5.0","     52.0","     11.9","      3.5","     22.1",1973-09-20,2011-12-07,"   2006059050",255 125 0,
"POLYGON ((620000 6105000,625000 6105000,625000 6110000,620000 6110000,620000 6105000))","      8","      4.9","      2.2","     10.0","     42.4","     34.0","     52.0",1964-06-26,2011-10-05,"   2006059093",0 255 0,
"POLYGON ((700000 6195000,705000 6195000,705000 6200000,700000 6200000,700000 6195000))","     19","     19.6","      3.2","     78.3","     16.8","      4.0","     41.5",1999-03-02,2012-09-12,"   2003016461",255 255 0,
"POLYGON ((690000 6150000,695000 6150000,695000 6155000,690000 6155000,690000 6150000))","     27","     10.2","      2.0","     97.4","     14.6","      3.0","     26.0",1950-01-01,2014-11-13,"       112841",255 255 0,
"POLYGON ((685000 6145000,690000 6145000,690000 6150000,685000 6150000,685000 6145000))","      8","      4.5","      2.0","      9.0","     13.0","      1.0","     27.1",1961-05-25,2016-10-27,"       155685",0 255 0,
"POLYGON ((680000 6130000,685000 6130000,685000 6135000,680000 6135000,680000 6130000))","      7","     12.9","      2.0","     37.0","     22.0","      4.0","     36.0",1906-02-24,1986-12-17,"       114141",255 255 0,
"POLYGON ((715000 6095000,720000 6095000,720000 6100000,715000 6100000,715000 6095000))","     35","     10.0","      2.0","     49.0","     27.6","      4.2","     64.1",1978-10-10,2020-09-24,"       115942",255 255 0,
"POLYGON ((635000 6065000,640000 6065000,640000 6070000,635000 6070000,635000 6065000))","      3","     46.0","     12.0","    106.0","      7.0","      1.5","     12.0",1976-05-05,2001-12-10,"       116236",255 125 0,
"POLYGON ((665000 6075000,670000 6075000,670000 6080000,665000 6080000,665000 6075000))","     22","      4.4","      2.2","     40.0","     17.6","      9.0","     34.0",1900-01-01,2020-05-07,"   2000006970",0 255 0,
"POLYGON ((675000 6065000,680000 6065000,680000 6070000,675000 6070000,675000 6065000))","      3","     16.8","      4.0","     42.0","     34.6","     11.9","     73.0",1971-04-06,1974-07-02,"       116558",255 255 0,
"POLYGON ((485000 6180000,490000 6180000,490000 6185000,485000 6185000,485000 6180000))","      7","     25.2","      2.2","     58.0","     14.9","      8.0","     22.0",1974-08-26,2003-09-01,"       106176",255 125 0,
"POLYGON ((525000 6090000,530000 6090000,530000 6095000,525000 6095000,525000 6090000))","      4","     29.0","     26.0","     33.0","     17.8","     12.5","     23.0",1962-06-15,2001-10-16,"   1996011863",255 125 0,
"POLYGON ((570000 6225000,575000 6225000,575000 6230000,570000 6230000,570000 6225000))","     30","     31.5","      2.0","     96.0","     22.7","      3.0","     68.0",1899-12-30,2014-09-18,"        10488",255 125 0,
"POLYGON ((505000 6115000,510000 6115000,510000 6120000,505000 6120000,505000 6115000))","      7","     72.0","     45.0","    110.0","      3.5","      2.0","      5.0",2001-06-25,2012-10-15,"   2002001453",255 0 0,
"POLYGON ((465000 6220000,470000 6220000,470000 6225000,465000 6225000,465000 6220000))","      5","     12.6","      3.7","     23.0","     29.5","     29.0","     30.0",1979-01-15,2013-10-31,"   2008089791",255 255 0,
"POLYGON ((545000 6320000,550000 6320000,550000 6325000,545000 6325000,545000 6320000))","      6","     10.5","     10.0","     14.0","      8.0","      8.0","      8.0",2017-05-10,2020-03-30,"   2020015209",255 255 0,
"POLYGON ((560000 6355000,565000 6355000,565000 6360000,560000 6360000,560000 6355000))","      7","     15.4","      3.0","     61.0","     26.8","      3.0","     38.0",1975-06-27,2003-10-14,"       100288",255 255 0,
"POLYGON ((480000 6280000,485000 6280000,485000 6285000,480000 6285000,480000 6280000))","     20","     54.9","      3.0","     97.0","     26.3","     15.0","     39.0",1988-11-22,2020-03-17,"   1999011182",255 0 0,
"POLYGON ((535000 6290000,540000 6290000,540000 6295000,535000 6295000,535000 6290000))","      2","     68.5","      7.0","    130.0","     19.8","     10.0","     29.5",1992-09-04,2005-03-02,"   2008090302",255 0 0,
"POLYGON ((445000 6230000,450000 6230000,450000 6235000,445000 6235000,445000 6230000))","      3","      3.0","      2.3","      3.7","     27.5","     20.0","     35.0",1981-05-20,1981-05-27,"   1996011926",0 255 0,
"POLYGON ((535000 6230000,540000 6230000,540000 6235000,535000 6235000,535000 6230000))","      9","     30.3","      2.5","     76.0","     35.4","     12.0","     47.0",1939-12-18,2017-05-11,"       104034",255 125 0,
"POLYGON ((540000 6205000,545000 6205000,545000 6210000,540000 6210000,540000 6205000))","     32","     25.5","      2.8","     74.0","     56.6","     27.0","    107.3",1977-10-03,2008-02-21,"   1995018601",255 125 0,
"POLYGON ((600000 6130000,605000 6130000,605000 6135000,600000 6135000,600000 6130000))","      7","     27.0","      2.0","     70.0","     29.7","     11.2","     62.2",1967-12-04,2000-05-25,"   1995010616",255 125 0,
"POLYGON ((520000 6110000,525000 6110000,525000 6115000,520000 6115000,520000 6110000))","      4","     17.1","      2.5","     26.0","     32.5","     15.3","     53.0",2001-07-31,2015-06-03,"   2002001484",255 255 0,
"POLYGON ((560000 6110000,565000 6110000,565000 6115000,560000 6115000,560000 6110000))","      4","     32.2","      5.6","     78.0","      6.9","      1.5","     20.0",1987-09-23,2011-10-19,"   2006058781",255 125 0,
"POLYGON ((580000 6080000,585000 6080000,585000 6085000,580000 6085000,580000 6080000))","      1","     10.0","     10.0","     10.0","     12.0","     12.0","     12.0",1968-07-31,1968-07-31,"   2006059207",255 255 0,
"POLYGON ((660000 6195000,665000 6195000,665000 6200000,660000 6200000,660000 6195000))","      4","     35.0","      5.0","     48.0","     48.0","      4.0","     92.0",1969-01-24,1998-04-27,"   1999005234",255 125 0,
"POLYGON ((700000 6180000,705000 6180000,705000 6185000,700000 6185000,700000 6180000))","      3","     11.7","      2.1","     28.0","     39.7","     27.5","     48.0",1990-04-05,2020-01-10,"       155761",255 255 0,
"POLYGON ((715000 6125000,720000 6125000,720000 6130000,715000 6130000,715000 6125000))","     24","     38.3","     16.0","     60.0","      9.2","      1.9","     19.8",0001-01-03,2018-12-21,"       150324",255 125 0,
"POLYGON ((545000 6330000,550000 6330000,550000 6335000,545000 6335000,545000 6330000))","      3","     15.4","      2.3","     28.0","     37.3","     21.5","     53.0",1972-08-30,2009-03-10,"       101199",255 255 0,
"POLYGON ((460000 6300000,465000 6300000,465000 6305000,460000 6305000,460000 6300000))","     16","     34.5","      9.4","     56.0","     22.1","     14.0","     38.0",1976-03-01,2018-11-13,"   2003001997",255 125 0,
